local_time (s),Time of week (s),Latitude (deg),Longitude (deg),Ellipsoidal height (m),Vel N (m/s),Vel E (m/s),Vel D (m/s),Attitude quaternion-Scalar,Attitude quaternion-X,Attitude quaternion-Y,Attitude quaternion-Z,Accel_X (m/s^2),Accel_Y (m/s^2),Accel_Z (m/s^2),Gyro_X (deg/s),Gyro_Y (deg/s),Gyro_Z (deg/s),Position RMS-N (m),Position RMS-E (m),Position RMS-D (m),Velocity RMS-N (m/s),Velocity RMS-E (m/s),Velocity RMS-D (m/s),Attitude RMS-N (deg),Attitude RMS-E (deg),Attitude RMS-D (deg),GPS week,Alignment status
1569227241.785258,116859.78396533,31.50809565,120.40144786,12.6456,-0.0779,0.0373,-0.0218,0.9310,0.0044,0.0037,-0.3650,0.0323,-0.0750,-0.1543,-0.0305,-0.1255,-0.0071,0.1061,0.0729,0.0783,0.0543,0.0454,0.0407,0.2304,0.2273,5.3005,2072,2
1569227241.811438,116859.79394933,31.50809564,120.40144786,12.6458,-0.0768,0.0373,-0.0206,0.9310,0.0044,0.0037,-0.3650,0.0819,0.0797,0.1234,-0.1099,-0.1207,-0.0227,0.1066,0.0733,0.0787,0.0544,0.0455,0.0408,0.2305,0.2273,5.3009,2072,2
1569227241.812924,116859.80395467,31.50809563,120.40144787,12.6460,-0.0765,0.0379,-0.0189,0.9310,0.0044,0.0037,-0.3650,-0.0175,0.0632,0.1714,-0.0655,0.2845,-0.0661,0.1071,0.0737,0.0791,0.0545,0.0456,0.0408,0.2305,0.2274,5.3012,2072,2
1569227241.822231,116859.81396000,31.50809563,120.40144787,12.6462,-0.0775,0.0382,-0.0197,0.9310,0.0044,0.0038,-0.3650,-0.0908,-0.0408,-0.0861,0.0024,0.5180,-0.0514,0.1076,0.0741,0.0795,0.0547,0.0457,0.0409,0.2306,0.2275,5.3016,2072,2
1569227241.827998,116859.82394400,31.50809562,120.40144787,12.6464,-0.0776,0.0377,-0.0213,0.9310,0.0045,0.0038,-0.3650,0.0313,-0.0429,-0.1621,0.0045,0.1849,-0.0191,0.1081,0.0746,0.0799,0.0548,0.0459,0.0410,0.2306,0.2275,5.3020,2072,2
1569227241.836088,116859.83394933,31.50809561,120.40144788,12.6466,-0.0766,0.0371,-0.0205,0.9310,0.0044,0.0038,-0.3650,0.1171,0.0373,0.0845,-0.0406,-0.3959,0.0056,0.1086,0.0750,0.0802,0.0550,0.0460,0.0411,0.2307,0.2276,5.3024,2072,2
1569227241.849456,116859.84396533,31.50809561,120.40144788,12.6468,-0.0762,0.0369,-0.0184,0.9310,0.0044,0.0037,-0.3650,0.0451,0.0210,0.2109,-0.0441,-0.2483,-0.0525,0.1090,0.0754,0.0806,0.0551,0.0461,0.0412,0.2307,0.2276,5.3027,2072,2
1569227241.861289,116859.85393867,31.50809560,120.40144789,12.6469,-0.0773,0.0374,-0.0187,0.9310,0.0044,0.0037,-0.3650,-0.1057,-0.0380,-0.0302,0.0457,0.0661,-0.1477,0.1095,0.0758,0.0810,0.0552,0.0462,0.0412,0.2308,0.2277,5.3031,2072,2
1569227241.867514,116859.86396533,31.50809559,120.40144789,12.6471,-0.0784,0.0375,-0.0212,0.9310,0.0044,0.0037,-0.3650,-0.0832,-0.0611,-0.2548,0.0366,0.0757,-0.0710,0.1100,0.0762,0.0814,0.0554,0.0464,0.0413,0.2309,0.2278,5.3035,2072,2
1569227241.880581,116859.87396000,31.50809559,120.40144789,12.6474,-0.0778,0.0376,-0.0216,0.9310,0.0044,0.0037,-0.3650,0.0417,0.0513,-0.0339,0.0002,-0.2843,-0.0118,0.1105,0.0767,0.0818,0.0555,0.0465,0.0414,0.2309,0.2278,5.3039,2072,2
1569227241.889243,116859.88396533,31.50809558,120.40144790,12.6476,-0.0770,0.0375,-0.0196,0.9310,0.0044,0.0037,-0.3650,0.0683,0.0484,0.1958,-0.0230,-0.0080,-0.0188,0.1110,0.0771,0.0821,0.0557,0.0466,0.0415,0.2310,0.2279,5.3042,2072,2
1569227241.898733,116859.89394933,31.50809557,120.40144790,12.6478,-0.0776,0.0375,-0.0189,0.9310,0.0044,0.0038,-0.3650,-0.0440,-0.0380,0.0728,-0.0253,0.4768,-0.0767,0.1115,0.0775,0.0825,0.0558,0.0467,0.0416,0.2310,0.2279,5.3046,2072,2
1569227241.907390,116859.90395467,31.50809557,120.40144791,12.6479,-0.0784,0.0375,-0.0205,0.9310,0.0045,0.0038,-0.3650,-0.0465,-0.0447,-0.1595,0.0043,0.4860,-0.0536,0.1120,0.0779,0.0829,0.0559,0.0469,0.0417,0.2311,0.2280,5.3050,2072,2
1569227241.920556,116859.91397067,31.50809556,120.40144791,12.6482,-0.0777,0.0371,-0.0214,0.9310,0.0044,0.0038,-0.3650,0.0751,0.0229,-0.0902,-0.0543,-0.0429,0.0149,0.1125,0.0784,0.0833,0.0561,0.0470,0.0417,0.2311,0.2280,5.3054,2072,2
1569227241.928680,116859.92394400,31.50809555,120.40144791,12.6484,-0.0764,0.0370,-0.0200,0.9310,0.0044,0.0038,-0.3650,0.1063,0.0912,0.1414,-0.0465,-0.4680,0.0136,0.1130,0.0788,0.0837,0.0562,0.0471,0.0418,0.2312,0.2281,5.3058,2072,2
1569227241.938323,116859.93396000,31.50809554,120.40144792,12.6486,-0.0764,0.0376,-0.0186,0.9310,0.0044,0.0038,-0.3650,-0.0390,0.0477,0.1357,0.0070,-0.1570,-0.0663,0.1135,0.0792,0.0841,0.0563,0.0472,0.0419,0.2312,0.2282,5.3061,2072,2
1569227241.947083,116859.94396533,31.50809554,120.40144792,12.6487,-0.0780,0.0377,-0.0198,0.9310,0.0044,0.0038,-0.3650,-0.1116,-0.0971,-0.1178,0.0892,0.1010,-0.0320,0.1140,0.0797,0.0845,0.0565,0.0474,0.0420,0.2313,0.2282,5.3065,2072,2
1569227241.959354,116859.95394933,31.50809553,120.40144792,12.6489,-0.0785,0.0372,-0.0217,0.9310,0.0044,0.0038,-0.3650,0.0020,-0.0644,-0.1885,0.0401,-0.0416,-0.0079,0.1145,0.0801,0.0849,0.0566,0.0475,0.0421,0.2313,0.2283,5.3069,2072,2
1569227241.968536,116859.96395467,31.50809552,120.40144793,12.6492,-0.0773,0.0371,-0.0209,0.9310,0.0044,0.0037,-0.3651,0.0915,0.0801,0.0792,-0.0960,-0.1979,-0.0466,0.1150,0.0805,0.0852,0.0568,0.0476,0.0421,0.2314,0.2283,5.3073,2072,2
1569227241.977247,116859.97396000,31.50809552,120.40144793,12.6494,-0.0765,0.0377,-0.0191,0.9310,0.0044,0.0038,-0.3651,0.0204,0.1058,0.1860,-0.0828,0.1399,-0.0520,0.1156,0.0810,0.0856,0.0569,0.0477,0.0422,0.2315,0.2284,5.3076,2072,2
1569227241.986531,116859.98394400,31.50809551,120.40144794,12.6495,-0.0771,0.0380,-0.0196,0.9310,0.0044,0.0038,-0.3651,-0.0628,-0.0170,-0.0526,-0.0238,0.5022,-0.0758,0.1161,0.0814,0.0860,0.0570,0.0479,0.0423,0.2315,0.2285,5.3080,2072,2
1569227241.999800,116859.99394933,31.50809550,120.40144794,12.6497,-0.0774,0.0374,-0.0214,0.9310,0.0044,0.0038,-0.3651,0.0325,-0.0560,-0.1804,0.0520,0.1704,0.0341,0.1166,0.0818,0.0864,0.0572,0.0480,0.0424,0.2316,0.2285,5.3084,2072,2
1569227242.010555,116860.00396533,31.50809550,120.40144794,12.6500,-0.0762,0.0367,-0.0213,0.9310,0.0044,0.0038,-0.3651,0.1387,0.0386,0.0084,0.0207,-0.3060,0.0098,0.1171,0.0823,0.0868,0.0573,0.0481,0.0425,0.2316,0.2286,5.3088,2072,2
1569227242.017395,116860.01398133,31.50809549,120.40144795,12.6502,-0.0755,0.0370,-0.0194,0.9310,0.0044,0.0038,-0.3651,0.0383,0.0713,0.1921,-0.0263,-0.3252,-0.0266,0.1176,0.0827,0.0872,0.0575,0.0483,0.0426,0.2317,0.2286,5.3091,2072,2
1569227242.027320,116860.02395467,31.50809548,120.40144795,12.6503,-0.0764,0.0379,-0.0186,0.9310,0.0044,0.0038,-0.3651,-0.1232,0.0087,0.0793,0.0228,0.0135,-0.0753,0.1181,0.0832,0.0876,0.0576,0.0484,0.0426,0.2317,0.2287,5.3095,2072,2
1569227242.032203,116860.03396000,31.50809548,120.40144796,12.6505,-0.0775,0.0384,-0.0206,0.9310,0.0044,0.0038,-0.3651,-0.1146,-0.0360,-0.2022,0.0506,0.0211,-0.0552,0.1186,0.0836,0.0880,0.0578,0.0485,0.0427,0.2318,0.2288,5.3099,2072,2
1569227242.046103,116860.04397600,31.50809547,120.40144796,12.6508,-0.0771,0.0382,-0.0216,0.9310,0.0044,0.0037,-0.3651,0.0515,0.0217,-0.1013,0.0583,-0.1955,-0.0084,0.1192,0.0841,0.0884,0.0579,0.0486,0.0428,0.2318,0.2288,5.3103,2072,2
1569227242.054865,116860.05394933,31.50809546,120.40144796,12.6510,-0.0761,0.0382,-0.0200,0.9310,0.0044,0.0037,-0.3651,0.0702,0.0747,0.1688,0.0196,-0.1171,-0.0684,0.1197,0.0845,0.0888,0.0580,0.0488,0.0429,0.2319,0.2289,5.3107,2072,2
1569227242.068233,116860.06396533,31.50809546,120.40144797,12.6511,-0.0764,0.0385,-0.0186,0.9310,0.0044,0.0038,-0.3651,-0.0304,0.0071,0.1327,0.0186,0.4360,-0.0119,0.1202,0.0849,0.0892,0.0582,0.0489,0.0430,0.2320,0.2289,5.3110,2072,2
1569227242.076809,116860.07397067,31.50809545,120.40144797,12.6513,-0.0775,0.0383,-0.0198,0.9310,0.0045,0.0038,-0.3651,-0.0668,-0.0863,-0.1212,-0.0059,0.5646,-0.0122,0.1207,0.0854,0.0896,0.0583,0.0490,0.0431,0.2320,0.2290,5.3114,2072,2
1569227242.085353,116860.08395467,31.50809544,120.40144798,12.6515,-0.0771,0.0377,-0.0214,0.9310,0.0045,0.0038,-0.3651,0.0772,-0.0032,-0.1570,-0.0142,0.0133,-0.0312,0.1213,0.0858,0.0900,0.0585,0.0492,0.0431,0.2321,0.2291,5.3118,2072,2
1569227242.098377,116860.09396000,31.50809543,120.40144798,12.6517,-0.0758,0.0376,-0.0204,0.9310,0.0044,0.0038,-0.3651,0.1071,0.0828,0.1013,-0.0557,-0.4996,-0.0698,0.1218,0.0863,0.0904,0.0586,0.0493,0.0432,0.2321,0.2291,5.3122,2072,2
1569227242.107065,116860.10397600,31.50809543,120.40144798,12.6519,-0.0758,0.0381,-0.0185,0.9310,0.0044,0.0037,-0.3651,-0.0328,0.0427,0.1880,0.0560,-0.2565,-0.0606,0.1223,0.0867,0.0908,0.0588,0.0494,0.0433,0.2322,0.2292,5.3125,2072,2
1569227242.119399,116860.11394933,31.50809542,120.40144799,12.6521,-0.0774,0.0385,-0.0190,0.9310,0.0044,0.0038,-0.3651,-0.1375,-0.0766,-0.0453,0.1048,0.0845,-0.0423,0.1228,0.0872,0.0912,0.0589,0.0496,0.0434,0.2322,0.2292,5.3129,2072,2
1569227242.128467,116860.12396533,31.50809541,120.40144799,12.6523,-0.0783,0.0374,-0.0211,0.9310,0.0044,0.0038,-0.3651,0.0134,-0.1327,-0.2141,0.0331,0.0218,0.0140,0.1234,0.0877,0.0916,0.0590,0.0497,0.0435,0.2323,0.2293,5.3133,2072,2
1569227242.137085,116860.13397067,31.50809541,120.40144800,12.6525,-0.0775,0.0367,-0.0210,0.9310,0.0044,0.0037,-0.3651,0.1114,0.0121,0.0117,-0.0621,-0.1399,-0.0011,0.1239,0.0881,0.0920,0.0592,0.0498,0.0436,0.2324,0.2294,5.3137,2072,2
1569227242.149718,116860.14397600,31.50809540,120.40144800,12.6527,-0.0765,0.0372,-0.0192,0.9310,0.0044,0.0038,-0.3651,0.0426,0.1106,0.1820,-0.0578,0.1462,-0.0664,0.1244,0.0886,0.0924,0.0593,0.0499,0.0436,0.2324,0.2294,5.3141,2072,2
1569227242.158428,116860.15396000,31.50809539,120.40144800,12.6529,-0.0768,0.0380,-0.0189,0.9309,0.0045,0.0038,-0.3651,-0.0697,0.0401,0.0313,0.0170,0.5096,-0.0822,0.1250,0.0890,0.0928,0.0595,0.0501,0.0437,0.2325,0.2295,5.3144,2072,2
1569227242.167374,116860.16396533,31.50809539,120.40144801,12.6531,-0.0774,0.0377,-0.0206,0.9309,0.0045,0.0038,-0.3651,-0.0172,-0.0551,-0.1703,0.0308,0.2510,-0.0150,0.1255,0.0895,0.0932,0.0596,0.0502,0.0438,0.2325,0.2296,5.3148,2072,2
1569227242.181154,116860.17398133,31.50809538,120.40144801,12.6533,-0.0766,0.0368,-0.0214,0.9309,0.0045,0.0038,-0.3651,0.1245,-0.0015,-0.0790,0.0088,-0.2912,-0.0076,0.1261,0.0900,0.0936,0.0598,0.0503,0.0439,0.2326,0.2296,5.3152,2072,2
1569227242.188952,116860.18395467,31.50809537,120.40144801,12.6535,-0.0757,0.0365,-0.0198,0.9309,0.0044,0.0038,-0.3651,0.0940,0.0492,0.1603,-0.0141,-0.4535,-0.0591,0.1266,0.0904,0.0940,0.0599,0.0505,0.0440,0.2326,0.2297,5.3156,2072,2
1569227242.198580,116860.19397067,31.50809537,120.40144802,12.6537,-0.0761,0.0368,-0.0186,0.9309,0.0044,0.0038,-0.3651,-0.0423,0.0004,0.1207,0.0172,-0.0877,-0.0555,0.1271,0.0909,0.0944,0.0601,0.0506,0.0441,0.2327,0.2297,5.3159,2072,2
1569227242.207113,116860.20397600,31.50809536,120.40144802,12.6539,-0.0775,0.0370,-0.0204,0.9309,0.0044,0.0038,-0.3651,-0.1139,-0.0703,-0.1844,0.0352,0.1223,-0.0387,0.1277,0.0913,0.0948,0.0602,0.0507,0.0441,0.2327,0.2298,5.3163,2072,2
1569227242.220028,116860.21396000,31.50809535,120.40144803,12.6541,-0.0776,0.0369,-0.0220,0.9309,0.0044,0.0038,-0.3651,0.0029,-0.0121,-0.1555,0.0348,-0.0923,-0.0313,0.1282,0.0918,0.0952,0.0604,0.0509,0.0442,0.2328,0.2299,5.3167,2072,2
1569227242.224270,116860.22396533,31.50809535,120.40144803,12.6543,-0.0769,0.0366,-0.0207,0.9309,0.0044,0.0037,-0.3651,0.0808,0.0374,0.1251,-0.0398,-0.1986,0.0191,0.1288,0.0923,0.0956,0.0605,0.0510,0.0443,0.2329,0.2299,5.3171,2072,2
1569227242.243478,116860.23397067,31.50809534,120.40144803,12.6545,-0.0767,0.0367,-0.0191,0.9309,0.0044,0.0038,-0.3651,0.0181,0.0232,0.1621,-0.0119,0.2385,-0.0185,0.1293,0.0928,0.0960,0.0606,0.0511,0.0444,0.2329,0.2300,5.3174,2072,2
1569227242.246944,116860.24395467,31.50809533,120.40144804,12.6547,-0.0777,0.0363,-0.0196,0.9309,0.0045,0.0038,-0.3651,-0.0464,-0.0955,-0.0488,0.0461,0.5529,-0.0674,0.1299,0.0932,0.0964,0.0608,0.0513,0.0445,0.2330,0.2300,5.3178,2072,2
1569227242.260506,116860.25396000,31.50809533,120.40144804,12.6549,-0.0778,0.0354,-0.0213,0.9309,0.0045,0.0038,-0.3651,0.0598,-0.0585,-0.1690,-0.0123,0.1315,-0.0630,0.1304,0.0937,0.0969,0.0609,0.0514,0.0446,0.2330,0.2301,5.3182,2072,2
1569227242.268127,116860.26397600,31.50809532,120.40144805,12.6551,-0.0762,0.0351,-0.0209,0.9309,0.0044,0.0038,-0.3651,0.1426,0.0886,0.0478,-0.0787,-0.4621,-0.0271,0.1310,0.0942,0.0973,0.0611,0.0515,0.0446,0.2331,0.2302,5.3186,2072,2
1569227242.277964,116860.27398133,31.50809531,120.40144805,12.6553,-0.0755,0.0356,-0.0189,0.9309,0.0044,0.0037,-0.3651,0.0201,0.0965,0.1922,-0.0642,-0.3696,-0.0743,0.1315,0.0946,0.0977,0.0612,0.0517,0.0447,0.2331,0.2302,5.3190,2072,2
1569227242.286931,116860.28396533,31.50809530,120.40144805,12.6555,-0.0768,0.0359,-0.0190,0.9309,0.0044,0.0037,-0.3652,-0.1116,-0.0585,-0.0060,0.0499,0.0179,-0.0928,0.1321,0.0951,0.0981,0.0614,0.0518,0.0448,0.2332,0.2303,5.3193,2072,2
1569227242.299111,116860.29397067,31.50809530,120.40144806,12.6557,-0.0783,0.0357,-0.0212,0.9309,0.0044,0.0037,-0.3652,-0.0832,-0.1134,-0.2242,0.0195,-0.0017,-0.0341,0.1327,0.0956,0.0985,0.0615,0.0519,0.0449,0.2333,0.2303,5.3197,2072,2
1569227242.309003,116860.30398667,31.50809529,120.40144806,12.6559,-0.0777,0.0355,-0.0216,0.9309,0.0044,0.0037,-0.3652,0.0634,0.0303,-0.0326,-0.0268,-0.1400,-0.0784,0.1332,0.0961,0.0989,0.0617,0.0521,0.0450,0.2333,0.2304,5.3201,2072,2
1569227242.317727,116860.31396000,31.50809528,120.40144806,12.6561,-0.0765,0.0358,-0.0199,0.9309,0.0044,0.0037,-0.3652,0.0693,0.1143,0.1694,-0.1115,-0.0129,-0.0867,0.1338,0.0966,0.0993,0.0618,0.0522,0.0451,0.2334,0.2305,5.3205,2072,2
1569227242.329681,116860.32396533,31.50809528,120.40144807,12.6563,-0.0767,0.0363,-0.0191,0.9309,0.0044,0.0038,-0.3652,-0.0422,0.0379,0.0810,0.0249,0.4365,-0.0863,0.1343,0.0970,0.0998,0.0620,0.0523,0.0451,0.2334,0.2305,5.3208,2072,2
1569227242.340006,116860.33398133,31.50809527,120.40144807,12.6565,-0.0775,0.0363,-0.0206,0.9309,0.0044,0.0038,-0.3652,-0.0507,-0.0523,-0.1561,0.0160,0.3555,-0.0303,0.1349,0.0975,0.1002,0.0621,0.0525,0.0452,0.2335,0.2306,5.3212,2072,2
1569227242.347584,116860.34395467,31.50809526,120.40144807,12.6567,-0.0770,0.0359,-0.0215,0.9309,0.0044,0.0038,-0.3652,0.0720,0.0143,-0.0857,0.0170,-0.1617,0.0141,0.1355,0.0980,0.1006,0.0623,0.0526,0.0453,0.2335,0.2307,5.3216,2072,2
1569227242.357141,116860.35397067,31.50809526,120.40144808,12.6569,-0.0758,0.0360,-0.0199,0.9309,0.0044,0.0038,-0.3652,0.0869,0.0986,0.1602,0.0184,-0.3613,0.0151,0.1360,0.0985,0.1010,0.0624,0.0527,0.0454,0.2336,0.2307,5.3220,2072,2
1569227242.370071,116860.36397600,31.50809525,120.40144808,12.6571,-0.0759,0.0365,-0.0184,0.9309,0.0044,0.0037,-0.3652,-0.0345,0.0382,0.1499,0.0071,-0.1455,-0.1051,0.1366,0.0990,0.1014,0.0626,0.0529,0.0455,0.2337,0.2308,5.3224,2072,2
1569227242.378628,116860.37396000,31.50809524,120.40144809,12.6573,-0.0773,0.0371,-0.0199,0.9309,0.0044,0.0038,-0.3652,-0.1403,-0.0416,-0.1482,0.0865,0.1409,-0.0944,0.1372,0.0995,0.1018,0.0627,0.0530,0.0456,0.2337,0.2308,5.3227,2072,2
1569227242.387411,116860.38396533,31.50809524,120.40144809,12.6575,-0.0779,0.0374,-0.0219,0.9309,0.0044,0.0037,-0.3652,-0.0534,-0.0156,-0.2063,0.0724,-0.0945,-0.0779,0.1377,0.1000,0.1023,0.0629,0.0532,0.0457,0.2338,0.2309,5.3231,2072,2
1569227242.398801,116860.39398133,31.50809523,120.40144809,12.6577,-0.0772,0.0376,-0.0210,0.9309,0.0044,0.0037,-0.3652,0.0388,0.0704,0.0896,0.0030,-0.2074,-0.0406,0.1383,0.1005,0.1027,0.0630,0.0533,0.0457,0.2338,0.2310,5.3235,2072,2
1569227242.409333,116860.40396533,31.50809522,120.40144810,12.6579,-0.0770,0.0376,-0.0191,0.9309,0.0044,0.0037,-0.3652,0.0205,0.0222,0.1986,-0.0058,0.0801,-0.0375,0.1389,0.1009,0.1031,0.0632,0.0534,0.0458,0.2339,0.2310,5.3239,2072,2
1569227242.422760,116860.41398133,31.50809522,120.40144810,12.6581,-0.0781,0.0373,-0.0193,0.9309,0.0045,0.0038,-0.3652,-0.0565,-0.0865,-0.0272,0.0396,0.5442,-0.0523,0.1395,0.1014,0.1035,0.0633,0.0536,0.0459,0.2339,0.2311,5.3242,2072,2
1569227242.428697,116860.42398667,31.50809521,120.40144811,12.6583,-0.0786,0.0371,-0.0213,0.9309,0.0045,0.0038,-0.3652,-0.0091,-0.0480,-0.2016,0.0260,0.2698,-0.0891,0.1400,0.1019,0.1040,0.0635,0.0537,0.0460,0.2340,0.2312,5.3246,2072,2
1569227242.440418,116860.43399200,31.50809520,120.40144811,12.6585,-0.0773,0.0367,-0.0212,0.9309,0.0045,0.0038,-0.3652,0.1256,0.0660,0.0115,-0.0904,-0.2817,-0.0298,0.1406,0.1024,0.1044,0.0636,0.0538,0.0461,0.2341,0.2312,5.3250,2072,2
1569227242.448701,116860.44397600,31.50809519,120.40144811,12.6587,-0.0762,0.0370,-0.0194,0.9309,0.0044,0.0037,-0.3652,0.0622,0.1104,0.1877,-0.0266,-0.3930,-0.0501,0.1412,0.1029,0.1048,0.0638,0.0540,0.0462,0.2341,0.2313,5.3254,2072,2
1569227242.458174,116860.45399200,31.50809519,120.40144812,12.6589,-0.0772,0.0376,-0.0189,0.9309,0.0044,0.0037,-0.3652,-0.1020,-0.0120,0.0476,0.0692,0.0027,-0.1008,0.1418,0.1034,0.1052,0.0639,0.0541,0.0463,0.2342,0.2313,5.3258,2072,2
1569227242.467578,116860.46398667,31.50809518,120.40144812,12.6591,-0.0785,0.0375,-0.0209,0.9309,0.0045,0.0038,-0.3652,-0.0826,-0.0896,-0.2033,0.0870,0.1252,-0.0500,0.1424,0.1039,0.1057,0.0641,0.0543,0.0463,0.2342,0.2314,5.3261,2072,2
1569227242.480666,116860.47397067,31.50809517,120.40144813,12.6593,-0.0783,0.0370,-0.0217,0.9309,0.0045,0.0037,-0.3652,0.0535,-0.0142,-0.0792,-0.0301,-0.1369,-0.0313,0.1430,0.1044,0.1061,0.0642,0.0544,0.0464,0.2343,0.2315,5.3265,2072,2
1569227242.489487,116860.48397600,31.50809517,120.40144813,12.6595,-0.0771,0.0373,-0.0199,0.9309,0.0044,0.0037,-0.3652,0.0748,0.1053,0.1854,-0.0707,-0.0484,-0.0361,0.1435,0.1049,0.1065,0.0644,0.0545,0.0465,0.2344,0.2315,5.3269,2072,2
1569227242.502153,116860.49399200,31.50809516,120.40144813,12.6597,-0.0770,0.0378,-0.0189,0.9309,0.0045,0.0038,-0.3652,-0.0148,0.0562,0.1007,-0.0282,0.3287,-0.0700,0.1441,0.1054,0.1070,0.0645,0.0547,0.0466,0.2344,0.2316,5.3273,2072,2
1569227242.513968,116860.50397600,31.50809585,120.40144773,12.6427,-0.0749,0.0409,-0.0226,0.9309,0.0045,0.0038,-0.3653,-0.0587,-0.0400,-0.1478,0.0325,0.3841,-0.0523,0.0923,0.0612,0.0673,0.0503,0.0419,0.0383,0.2299,0.2266,5.3278,2072,2
1569227242.521439,116860.51398133,31.50809584,120.40144774,12.6429,-0.0746,0.0401,-0.0241,0.9309,0.0045,0.0038,-0.3653,0.0804,-0.0344,-0.1502,0.0489,-0.0617,-0.0004,0.0928,0.0616,0.0677,0.0505,0.0420,0.0384,0.2300,0.2267,5.3281,2072,2
1569227242.528865,116860.52398667,31.50809583,120.40144774,12.6431,-0.0734,0.0395,-0.0229,0.9309,0.0045,0.0038,-0.3653,0.1282,0.0410,0.1161,-0.0554,-0.3864,0.0168,0.0932,0.0620,0.0681,0.0506,0.0421,0.0385,0.2300,0.2267,5.3285,2072,2
1569227242.538145,116860.53397067,31.50809583,120.40144774,12.6433,-0.0731,0.0397,-0.0209,0.9309,0.0045,0.0038,-0.3653,0.0062,0.0362,0.2065,0.0136,-0.1567,-0.0942,0.0936,0.0624,0.0684,0.0507,0.0422,0.0386,0.2301,0.2268,5.3289,2072,2
1569227242.542570,116860.54397600,31.50809582,120.40144775,12.6436,-0.0744,0.0401,-0.0213,0.9309,0.0045,0.0038,-0.3653,-0.1187,-0.0501,-0.0491,0.0411,0.1194,-0.0715,0.0941,0.0627,0.0688,0.0509,0.0424,0.0386,0.2301,0.2269,5.3293,2072,2
1569227242.559761,116860.55398133,31.50809581,120.40144775,12.6438,-0.0749,0.0401,-0.0233,0.9309,0.0045,0.0038,-0.3653,-0.0343,-0.0340,-0.1967,0.0504,0.0063,-0.0150,0.0945,0.0631,0.0691,0.0510,0.0425,0.0387,0.2302,0.2269,5.3296,2072,2
1569227242.568363,116860.56396533,31.50809581,120.40144776,12.6440,-0.0740,0.0400,-0.0228,0.9309,0.0045,0.0037,-0.3653,0.0777,0.0489,0.0496,-0.0076,-0.3647,-0.0084,0.0950,0.0635,0.0695,0.0511,0.0426,0.0388,0.2302,0.2270,5.3300,2072,2
1569227242.577256,116860.57397067,31.50809580,120.40144776,12.6442,-0.0737,0.0399,-0.0208,0.9309,0.0045,0.0037,-0.3653,0.0273,0.0200,0.1991,0.0371,0.0502,0.0222,0.0954,0.0639,0.0699,0.0513,0.0427,0.0389,0.2303,0.2270,5.3304,2072,2
1569227242.590060,116860.58397600,31.50809579,120.40144777,12.6444,-0.0750,0.0397,-0.0207,0.9309,0.0045,0.0038,-0.3653,-0.0791,-0.0966,0.0148,-0.0008,0.4629,-0.0550,0.0959,0.0643,0.0702,0.0514,0.0428,0.0389,0.2303,0.2271,5.3308,2072,2
1569227242.598809,116860.59399200,31.50809579,120.40144777,12.6446,-0.0758,0.0394,-0.0225,0.9309,0.0045,0.0038,-0.3653,-0.0367,-0.0754,-0.1854,0.0264,0.3239,-0.0811,0.0963,0.0647,0.0706,0.0515,0.0429,0.0390,0.2304,0.2271,5.3312,2072,2
1569227242.607758,116860.60397600,31.50809578,120.40144777,12.6449,-0.0745,0.0392,-0.0229,0.9309,0.0045,0.0038,-0.3653,0.1122,0.0788,-0.0375,-0.0551,-0.2536,-0.0422,0.0968,0.0651,0.0709,0.0516,0.0431,0.0391,0.2304,0.2272,5.3315,2072,2
1569227242.616963,116860.61398133,31.50809577,120.40144778,12.6451,-0.0732,0.0397,-0.0212,0.9309,0.0045,0.0038,-0.3653,0.0668,0.1252,0.1737,-0.0663,-0.3634,-0.0220,0.0972,0.0655,0.0713,0.0518,0.0432,0.0392,0.2305,0.2273,5.3319,2072,2
1569227242.629773,116860.62398667,31.50809577,120.40144778,12.6453,-0.0740,0.0402,-0.0203,0.9309,0.0045,0.0038,-0.3653,-0.0868,-0.0094,0.0898,-0.0057,-0.0618,-0.0430,0.0977,0.0659,0.0717,0.0519,0.0433,0.0393,0.2305,0.2273,5.3323,2072,2
1569227242.639264,116860.63397067,31.50809576,120.40144779,12.6455,-0.0760,0.0400,-0.0220,0.9309,0.0045,0.0038,-0.3653,-0.1285,-0.1510,-0.1736,0.0681,0.1133,-0.0351,0.0981,0.0662,0.0720,0.0520,0.0434,0.0393,0.2306,0.2274,5.3327,2072,2
1569227242.647574,116860.64397600,31.50809575,120.40144779,12.6457,-0.0763,0.0394,-0.0233,0.9309,0.0045,0.0037,-0.3653,0.0220,-0.0586,-0.1251,0.0020,-0.1860,-0.0489,0.0986,0.0666,0.0724,0.0522,0.0435,0.0394,0.2306,0.2274,5.3330,2072,2
1569227242.657512,116860.65398133,31.50809575,120.40144779,12.6459,-0.0751,0.0393,-0.0217,0.9309,0.0045,0.0037,-0.3653,0.0932,0.0822,0.1527,-0.1543,-0.1879,-0.1023,0.0991,0.0670,0.0728,0.0523,0.0437,0.0395,0.2307,0.2275,5.3334,2072,2
1569227242.669255,116860.66396533,31.50809574,120.40144780,12.6462,-0.0744,0.0398,-0.0203,0.9309,0.0045,0.0038,-0.3653,0.0153,0.0798,0.1399,-0.0556,0.2759,-0.0835,0.0995,0.0674,0.0731,0.0524,0.0438,0.0396,0.2307,0.2275,5.3338,2072,2
