local_time (s),Time of week (s),Latitude (deg),Longitude (deg),Ellipsoidal height (m),Vel N (m/s),Vel E (m/s),Vel D (m/s),Attitude quaternion-Scalar,Attitude quaternion-X,Attitude quaternion-Y,Attitude quaternion-Z,Accel_X (m/s^2),Accel_Y (m/s^2),Accel_Z (m/s^2),Gyro_X (deg/s),Gyro_Y (deg/s),Gyro_Z (deg/s),Position RMS-N (m),Position RMS-E (m),Position RMS-D (m),Velocity RMS-N (m/s),Velocity RMS-E (m/s),Velocity RMS-D (m/s),Attitude RMS-N (deg),Attitude RMS-E (deg),Attitude RMS-D (deg),GPS week,Alignment status
1569227308.596440,116926.59445067,31.50793978,120.40146161,12.6766,-1.2787,-4.7264,-0.0215,0.7615,0.0054,0.0107,-0.6481,-0.0069,-0.1267,0.3273,-0.3655,0.4509,2.2117,12.2829,11.8472,6.3475,0.8119,0.7901,0.4564,0.2035,0.2072,1.9947,2072,2
1569227308.608940,116926.60445600,31.50793966,120.40146111,12.6767,-1.2799,-4.7268,-0.0181,0.7616,0.0054,0.0107,-0.6480,0.0189,-0.1268,0.3413,-0.3920,0.0225,1.9837,12.2907,11.8548,6.3519,0.8123,0.7904,0.4566,0.2035,0.2072,1.9950,2072,2
1569227308.618140,116926.61444000,31.50793955,120.40146061,12.6769,-1.2833,-4.7238,-0.0166,0.7617,0.0053,0.0107,-0.6478,-0.3473,-0.2849,0.1404,-0.5641,-0.7087,1.8510,12.2985,11.8625,6.3563,0.8127,0.7908,0.4568,0.2036,0.2072,1.9953,2072,2
1569227308.627070,116926.62446667,31.50793943,120.40146012,12.6771,-1.2877,-4.7204,-0.0169,0.7618,0.0052,0.0107,-0.6477,-0.4029,-0.3823,-0.0363,-0.6823,-1.0598,2.0223,12.3062,11.8701,6.3607,0.8131,0.7912,0.4570,0.2036,0.2073,1.9956,2072,2
1569227308.639979,116926.63446133,31.50793931,120.40145962,12.6772,-1.2911,-4.7180,-0.0150,0.7619,0.0051,0.0107,-0.6476,-0.3013,-0.2979,0.1758,-0.9086,-1.0288,2.0336,12.3140,11.8777,6.3651,0.8135,0.7916,0.4572,0.2037,0.2073,1.9959,2072,2
1569227308.648639,116926.64443467,31.50793920,120.40145912,12.6774,-1.2928,-4.7176,-0.0138,0.7620,0.0050,0.0107,-0.6474,-0.0583,-0.1603,0.1168,-1.0836,0.0844,2.1509,12.3218,11.8854,6.3695,0.8139,0.7920,0.4574,0.2037,0.2073,1.9961,2072,2
1569227308.657296,116926.65445067,31.50793908,120.40145863,12.6775,-1.2918,-4.7178,-0.0142,0.7622,0.0050,0.0109,-0.6473,0.0406,0.0937,-0.0315,-1.1891,1.3149,2.0815,12.3295,11.8930,6.3739,0.8143,0.7924,0.4576,0.2038,0.2074,1.9964,2072,2
1569227308.666466,116926.66445600,31.50793896,120.40145813,12.6777,-1.2894,-4.7165,-0.0142,0.7623,0.0050,0.0111,-0.6471,-0.0854,0.2620,-0.0057,-1.3174,1.5280,1.9694,12.3373,11.9007,6.3783,0.8147,0.7928,0.4577,0.2039,0.2074,1.9967,2072,2
1569227308.680094,116926.67444000,31.50793885,120.40145763,12.6778,-1.2839,-4.7167,-0.0130,0.7624,0.0050,0.0112,-0.6470,0.1131,0.5385,0.1280,-1.1725,1.1227,2.0087,12.3451,11.9083,6.3828,0.8151,0.7931,0.4579,0.2039,0.2074,1.9970,2072,2
1569227308.687825,116926.68445600,31.50793873,120.40145714,12.6779,-1.2754,-4.7164,-0.0113,0.7625,0.0050,0.0113,-0.6469,0.1136,0.8393,0.1772,-0.8397,0.2461,2.0029,12.3529,11.9160,6.3872,0.8155,0.7935,0.4581,0.2040,0.2075,1.9973,2072,2
1569227308.697713,116926.69445067,31.50793862,120.40145664,12.6780,-1.2679,-4.7162,-0.0106,0.7626,0.0049,0.0113,-0.6467,0.1036,0.7483,0.0794,-0.4445,-0.4579,1.9238,12.3607,11.9237,6.3916,0.8159,0.7939,0.4583,0.2040,0.2075,1.9976,2072,2
1569227308.706383,116926.70446667,31.50793850,120.40145614,12.6781,-1.2640,-4.7148,-0.0107,0.7627,0.0048,0.0112,-0.6466,-0.0705,0.4039,-0.0135,-0.0786,-1.2234,1.8997,12.3685,11.9314,6.3960,0.8163,0.7943,0.4585,0.2041,0.2075,1.9979,2072,2
1569227308.719522,116926.71444000,31.50793839,120.40145565,12.6782,-1.2605,-4.7110,-0.0094,0.7628,0.0048,0.0111,-0.6465,-0.3117,0.4144,0.1343,-0.0132,-1.4198,1.8514,12.3763,11.9390,6.4004,0.8167,0.7947,0.4587,0.2041,0.2075,1.9982,2072,2
1569227308.727786,116926.72445600,31.50793828,120.40145515,12.6783,-1.2596,-4.7068,-0.0057,0.7629,0.0047,0.0110,-0.6464,-0.4037,0.1527,0.3559,0.0569,-0.7378,1.9533,12.3841,11.9467,6.4049,0.8171,0.7950,0.4589,0.2042,0.2076,1.9984,2072,2
1569227308.738052,116926.73446133,31.50793816,120.40145466,12.6783,-1.2621,-4.7026,-0.0016,0.7630,0.0047,0.0111,-0.6462,-0.4552,-0.1791,0.3987,-0.0469,0.2759,1.8765,12.3919,11.9544,6.4093,0.8174,0.7954,0.4590,0.2042,0.2076,1.9987,2072,2
1569227308.749685,116926.74444533,31.50793805,120.40145416,12.6783,-1.2662,-4.6996,0.0023,0.7631,0.0048,0.0112,-0.6461,-0.3685,-0.3539,0.3776,-0.3041,1.2265,2.0112,12.3997,11.9620,6.4137,0.8178,0.7958,0.4592,0.2043,0.2076,1.9990,2072,2
1569227308.758504,116926.75445067,31.50793793,120.40145367,12.6783,-1.2702,-4.6982,0.0052,0.7633,0.0048,0.0113,-0.6460,-0.2056,-0.3758,0.2834,-0.3339,1.4738,2.0145,12.4075,11.9697,6.4182,0.8182,0.7962,0.4594,0.2043,0.2076,1.9993,2072,2
1569227308.767100,116926.76446667,31.50793782,120.40145317,12.6782,-1.2689,-4.6967,0.0040,0.7634,0.0049,0.0114,-0.6458,-0.1148,0.1620,-0.1222,-0.1980,1.4568,2.0262,12.4154,11.9774,6.4226,0.8186,0.7966,0.4596,0.2044,0.2077,1.9996,2072,2
1569227308.776957,116926.77444000,31.50793771,120.40145268,12.6782,-1.2604,-4.6949,0.0028,0.7635,0.0050,0.0115,-0.6457,-0.0325,0.8653,-0.1066,-0.1695,0.8810,1.7816,12.4232,11.9851,6.4270,0.8190,0.7970,0.4598,0.2045,0.2077,1.9999,2072,2
1569227308.789408,116926.78445600,31.50793759,120.40145218,12.6782,-1.2569,-4.6945,0.0008,0.7636,0.0049,0.0115,-0.6456,0.0297,0.3529,-0.2055,-0.0944,-0.0836,1.6647,12.4310,11.9928,6.4315,0.8194,0.7974,0.4600,0.2045,0.2077,2.0002,2072,2
1569227308.798603,116926.79446133,31.50793748,120.40145169,12.6782,-1.2596,-4.6961,-0.0021,0.7637,0.0050,0.0114,-0.6455,0.1265,-0.2853,-0.2821,0.2545,-0.0145,1.7668,12.4389,12.0005,6.4359,0.8198,0.7978,0.4602,0.2046,0.2078,2.0005,2072,2
1569227308.808060,116926.80444533,31.50793737,120.40145120,12.6782,-1.2575,-4.6961,-0.0045,0.7638,0.0050,0.0114,-0.6454,0.0465,0.2062,-0.2430,0.1953,0.2931,2.0029,12.4467,12.0082,6.4403,0.8202,0.7981,0.4604,0.2046,0.2078,2.0008,2072,2
1569227308.816584,116926.81445067,31.50793725,120.40145070,12.6783,-1.2558,-4.6976,-0.0078,0.7639,0.0050,0.0115,-0.6452,0.1915,0.1432,-0.3172,0.0572,0.6962,1.8525,12.4546,12.0159,6.4448,0.8207,0.7985,0.4605,0.2047,0.2078,2.0010,2072,2
1569227308.829313,116926.82445600,31.50793714,120.40145021,12.6784,-1.2545,-4.7005,-0.0094,0.7640,0.0051,0.0116,-0.6451,0.3195,0.0803,-0.1586,-0.0091,1.1757,1.8045,12.4624,12.0237,6.4492,0.8211,0.7989,0.4607,0.2047,0.2078,2.0013,2072,2
1569227308.838985,116926.83444000,31.50793703,120.40144971,12.6785,-1.2496,-4.7004,-0.0105,0.7641,0.0052,0.0117,-0.6450,0.0814,0.4875,-0.1058,-0.0462,1.2988,1.7684,12.4703,12.0314,6.4537,0.8215,0.7993,0.4609,0.2048,0.2079,2.0016,2072,2
1569227308.846515,116926.84445600,31.50793691,120.40144922,12.6786,-1.2435,-4.7003,-0.0147,0.7642,0.0053,0.0117,-0.6449,0.1071,0.6119,-0.4117,0.5146,1.0145,1.8240,12.4781,12.0391,6.4581,0.8219,0.7997,0.4611,0.2048,0.2079,2.0019,2072,2
1569227308.856287,116926.85447200,31.50793680,120.40144872,12.6787,-1.2386,-4.7027,-0.0171,0.7643,0.0053,0.0117,-0.6448,0.3322,0.4407,-0.2267,0.6407,0.1314,1.7981,12.4860,12.0468,6.4626,0.8223,0.8001,0.4613,0.2049,0.2079,2.0022,2072,2
1569227308.870632,116926.86446667,31.50793669,120.40144823,12.6789,-1.2347,-4.7071,-0.0203,0.7644,0.0054,0.0116,-0.6446,0.5153,0.3104,-0.3022,0.8320,-0.4552,1.7894,12.4939,12.0546,6.4670,0.8227,0.8005,0.4615,0.2049,0.2080,2.0025,2072,2
1569227308.877991,116926.87445067,31.50793658,120.40144773,12.6791,-1.2341,-4.7102,-0.0228,0.7645,0.0054,0.0115,-0.6445,0.3266,0.0079,-0.2424,0.9878,-0.6983,1.7245,12.5017,12.0623,6.4715,0.8231,0.8009,0.4617,0.2050,0.2080,2.0028,2072,2
1569227308.887049,116926.88447733,31.50793647,120.40144724,12.6794,-1.2358,-4.7087,-0.0237,0.7646,0.0054,0.0114,-0.6444,-0.1629,-0.1358,-0.0919,0.7989,-0.7044,1.6988,12.5096,12.0701,6.4760,0.8235,0.8013,0.4619,0.2051,0.2081,2.0031,2072,2
1569227308.900290,116926.89447200,31.50793636,120.40144674,12.6796,-1.2369,-4.7063,-0.0266,0.7647,0.0054,0.0113,-0.6443,-0.2459,-0.0716,-0.2980,0.9062,-0.6368,1.8135,12.5175,12.0778,6.4804,0.8239,0.8017,0.4620,0.2051,0.2081,2.0033,2072,2
1569227308.908506,116926.90445600,31.50793624,120.40144624,12.6799,-1.2384,-4.7046,-0.0280,0.7648,0.0055,0.0112,-0.6442,-0.1786,-0.1137,-0.1474,0.9412,-0.4585,1.8368,12.5254,12.0855,6.4849,0.8243,0.8021,0.4622,0.2052,0.2081,2.0036,2072,2
1569227308.918196,116926.91446133,31.50793613,120.40144575,12.6802,-1.2379,-4.7057,-0.0294,0.7649,0.0055,0.0112,-0.6440,0.1234,0.0312,-0.1396,0.8691,0.0535,2.0268,12.5332,12.0933,6.4893,0.8247,0.8025,0.4624,0.2052,0.2082,2.0039,2072,2
1569227308.927665,116926.92447733,31.50793602,120.40144525,12.6805,-1.2374,-4.7079,-0.0321,0.7650,0.0056,0.0111,-0.6439,0.2456,0.0153,-0.2628,0.8027,0.3050,2.0011,12.5411,12.1010,6.4938,0.8251,0.8029,0.4626,0.2053,0.2082,2.0042,2072,2
1569227308.940631,116926.93445067,31.50793591,120.40144476,12.6808,-1.2391,-4.7088,-0.0347,0.7651,0.0057,0.0111,-0.6438,0.0698,-0.1842,-0.2561,0.7049,0.1848,1.9852,12.5490,12.1088,6.4982,0.8255,0.8033,0.4628,0.2053,0.2083,2.0045,2072,2
1569227308.947722,116926.94446667,31.50793580,120.40144426,12.6812,-1.2404,-4.7078,-0.0374,0.7652,0.0057,0.0110,-0.6436,-0.1079,-0.1037,-0.2752,0.7279,-0.4695,1.9576,12.5569,12.1166,6.5027,0.8259,0.8037,0.4630,0.2054,0.2083,2.0048,2072,2
1569227308.957810,116926.95448267,31.50793569,120.40144377,12.6816,-1.2408,-4.7052,-0.0388,0.7653,0.0057,0.0109,-0.6435,-0.2536,0.0059,-0.1432,0.7492,-1.4446,1.9942,12.5649,12.1243,6.5072,0.8263,0.8041,0.4632,0.2054,0.2083,2.0051,2072,2
1569227308.965693,116926.96445600,31.50793557,120.40144327,12.6819,-1.2425,-4.7028,-0.0395,0.7655,0.0056,0.0108,-0.6434,-0.2572,-0.1217,-0.0819,0.7653,-1.5256,1.9874,12.5727,12.1321,6.5117,0.8267,0.8045,0.4634,0.2055,0.2084,2.0054,2072,2
1569227308.979284,116926.97446133,31.50793546,120.40144278,12.6823,-1.2447,-4.7005,-0.0413,0.7656,0.0056,0.0106,-0.6432,-0.2581,-0.1712,-0.1820,0.6519,-1.2951,2.0496,12.5807,12.1399,6.5161,0.8271,0.8049,0.4635,0.2056,0.2084,2.0057,2072,2
1569227308.987701,116926.98446667,31.50793535,120.40144228,12.6828,-1.2465,-4.6981,-0.0426,0.7657,0.0056,0.0106,-0.6431,-0.2548,-0.1360,-0.1391,0.5856,-0.6823,2.1806,12.5886,12.1477,6.5206,0.8276,0.8053,0.4637,0.2056,0.2085,2.0059,2072,2
1569227308.999565,116926.99445067,31.50793524,120.40144179,12.6832,-1.2479,-4.6955,-0.0424,0.7658,0.0056,0.0105,-0.6430,-0.2783,-0.0902,0.0169,0.4994,0.1115,2.1797,12.5965,12.1554,6.5251,0.8280,0.8056,0.4639,0.2057,0.2085,2.0062,2072,2
1569227309.010085,116927.00445600,31.50793513,120.40144129,12.6836,-1.2471,-4.6920,-0.0420,0.7659,0.0057,0.0105,-0.6428,-0.3190,0.1344,0.0342,0.3864,0.6373,2.1138,12.6044,12.1632,6.5295,0.8283,0.8060,0.4641,0.2058,0.2085,2.0065,2072,2
1569227309.020074,116927.01447200,31.50793501,120.40144080,12.6840,-1.2478,-4.6902,-0.0424,0.7661,0.0058,0.0106,-0.6427,-0.1873,-0.0294,-0.0526,0.2618,0.6293,2.1359,12.6124,12.1710,6.5340,0.8288,0.8064,0.4643,0.2058,0.2086,2.0068,2072,2
1569227309.028351,116927.02447733,31.50793490,120.40144031,12.6844,-1.2490,-4.6905,-0.0417,0.7662,0.0058,0.0106,-0.6425,0.0157,-0.1262,0.0705,0.3719,0.1195,2.1729,12.6203,12.1788,6.5385,0.8292,0.8068,0.4645,0.2059,0.2086,2.0071,2072,2
1569227309.037319,116927.03446133,31.50793479,120.40143981,12.6848,-1.2484,-4.6910,-0.0399,0.7663,0.0058,0.0105,-0.6424,0.0644,0.0471,0.1853,0.3612,-0.5898,2.1367,12.6282,12.1866,6.5430,0.8295,0.8072,0.4647,0.2059,0.2086,2.0074,2072,2
1569227309.050433,116927.04447733,31.50793467,120.40143932,12.6852,-1.2525,-4.6895,-0.0348,0.7664,0.0058,0.0104,-0.6422,-0.2231,-0.3708,0.4988,0.2762,-0.8182,2.0403,12.6362,12.1944,6.5475,0.8299,0.8076,0.4649,0.2060,0.2087,2.0077,2072,2
1569227309.054841,116927.05448267,31.50793456,120.40143882,12.6855,-1.2580,-4.6855,-0.0297,0.7665,0.0057,0.0104,-0.6421,-0.5038,-0.4723,0.5047,0.1293,-0.8283,1.9944,12.6441,12.2022,6.5520,0.8303,0.8079,0.4650,0.2061,0.2087,2.0080,2072,2
1569227309.069400,116927.06446667,31.50793445,120.40143833,12.6858,-1.2639,-4.6801,-0.0266,0.7666,0.0057,0.0103,-0.6420,-0.6369,-0.4853,0.2840,-0.1745,-0.5220,2.0154,12.6521,12.2100,6.5565,0.8307,0.8083,0.4652,0.2061,0.2088,2.0083,2072,2
1569227309.080712,116927.07447200,31.50793433,120.40143784,12.6861,-1.2711,-4.6762,-0.0249,0.7668,0.0057,0.0104,-0.6418,-0.5070,-0.6353,0.1627,-0.2375,0.0495,2.1242,12.6600,12.2178,6.5609,0.8311,0.8087,0.4654,0.2062,0.2088,2.0085,2072,2
1569227309.089697,116927.08447733,31.50793422,120.40143735,12.6863,-1.2749,-4.6740,-0.0246,0.7669,0.0057,0.0104,-0.6417,-0.2744,-0.3365,0.0191,-0.5577,0.6376,2.2177,12.6680,12.2257,6.5654,0.8315,0.8091,0.4656,0.2062,0.2088,2.0088,2072,2
1569227309.098252,116927.09446133,31.50793410,120.40143685,12.6866,-1.2751,-4.6738,-0.0234,0.7670,0.0057,0.0106,-0.6415,-0.0218,-0.0109,0.1168,-0.6607,1.4242,2.1670,12.6759,12.2335,6.5699,0.8319,0.8095,0.4658,0.2063,0.2089,2.0091,2072,2
1569227309.107528,116927.10445600,31.50793399,120.40143636,12.6868,-1.2747,-4.6747,-0.0221,0.7671,0.0058,0.0107,-0.6414,0.1029,0.0172,0.1365,-0.5730,1.7594,2.0808,12.6839,12.2413,6.5744,0.8323,0.8099,0.4660,0.2064,0.2089,2.0094,2072,2
1569227309.120283,116927.11447200,31.50793387,120.40143587,12.6870,-1.2720,-4.6725,-0.0221,0.7672,0.0058,0.0108,-0.6413,-0.1622,0.3123,-0.0076,-0.6408,1.5171,1.9963,12.6919,12.2491,6.5789,0.8327,0.8103,0.4662,0.2065,0.2090,2.0097,2072,2
1569227309.129234,116927.12445600,31.50793376,120.40143538,12.6872,-1.2720,-4.6688,-0.0218,0.7673,0.0058,0.0109,-0.6411,-0.3555,0.0647,0.0296,-0.3961,0.6012,1.9835,12.6999,12.2569,6.5834,0.8331,0.8106,0.4664,0.2065,0.2090,2.0100,2072,2
1569227309.138242,116927.13446133,31.50793364,120.40143489,12.6874,-1.2747,-4.6645,-0.0218,0.7674,0.0058,0.0109,-0.6410,-0.4681,-0.1874,-0.0123,-0.3376,-0.6170,2.0107,12.7078,12.2648,6.5879,0.8335,0.8110,0.4665,0.2066,0.2090,2.0103,2072,2
1569227309.142411,116927.14447733,31.50793353,120.40143440,12.6876,-1.2758,-4.6614,-0.0209,0.7676,0.0057,0.0109,-0.6408,-0.3123,-0.0537,0.0821,-0.3049,-0.6631,2.1567,12.7158,12.2726,6.5924,0.8339,0.8114,0.4667,0.2067,0.2091,2.0106,2072,2
1569227309.159137,116927.15446133,31.50793341,120.40143391,12.6879,-1.2790,-4.6601,-0.0209,0.7677,0.0057,0.0109,-0.6407,-0.1768,-0.2820,-0.0098,-0.3301,-0.0425,2.0111,12.7238,12.2805,6.5969,0.8343,0.8118,0.4669,0.2067,0.2091,2.0109,2072,2
1569227309.168029,116927.16443467,31.50793330,120.40143342,12.6881,-1.2839,-4.6590,-0.0234,0.7678,0.0057,0.0110,-0.6406,-0.1867,-0.4604,-0.2614,-0.6363,1.2418,1.9322,12.7318,12.2883,6.6014,0.8347,0.8122,0.4671,0.2068,0.2092,2.0111,2072,2
1569227309.176831,116927.17445067,31.50793318,120.40143292,12.6883,-1.2867,-4.6553,-0.0250,0.7679,0.0058,0.0112,-0.6404,-0.4056,-0.2030,-0.1668,-0.8267,2.1046,2.0194,12.7398,12.2962,6.6059,0.8351,0.8126,0.4673,0.2069,0.2092,2.0114,2072,2
1569227309.190436,116927.18445600,31.50793307,120.40143244,12.6886,-1.2908,-4.6514,-0.0252,0.7680,0.0058,0.0114,-0.6403,-0.4494,-0.3278,-0.0376,-1.2261,1.9088,1.9213,12.7478,12.3040,6.6105,0.8355,0.8130,0.4675,0.2070,0.2093,2.0117,2072,2
1569227309.198271,116927.19444000,31.50793295,120.40143195,12.6888,-1.2959,-4.6503,-0.0255,0.7681,0.0058,0.0116,-0.6402,-0.1882,-0.4834,-0.0313,-1.4414,1.6836,1.8824,12.7558,12.3119,6.6150,0.8359,0.8134,0.4677,0.2070,0.2093,2.0120,2072,2
1569227309.207076,116927.20444533,31.50793283,120.40143146,12.6891,-1.2997,-4.6502,-0.0263,0.7682,0.0058,0.0117,-0.6401,-0.0692,-0.3758,-0.0840,-1.5973,1.1144,1.7786,12.7638,12.3198,6.6195,0.8363,0.8138,0.4679,0.2071,0.2094,2.0123,2072,2
1569227309.216823,116927.21446133,31.50793272,120.40143097,12.6893,-1.3035,-4.6493,-0.0292,0.7683,0.0057,0.0118,-0.6400,-0.1453,-0.3479,-0.2974,-1.8085,0.2432,1.6376,12.7719,12.3276,6.6240,0.8367,0.8142,0.4681,0.2072,0.2094,2.0126,2072,2
1569227309.224671,116927.22443467,31.50793260,120.40143048,12.6896,-1.3056,-4.6449,-0.0294,0.7684,0.0055,0.0119,-0.6398,-0.4585,-0.1213,-0.0345,-1.8209,-0.2086,1.5793,12.7799,12.3355,6.6285,0.8371,0.8146,0.4682,0.2072,0.2095,2.0129,2072,2
1569227309.237966,116927.23444000,31.50793248,120.40142999,12.6899,-1.3027,-4.6385,-0.0259,0.7685,0.0054,0.0120,-0.6397,-0.5835,0.4040,0.3412,-1.8229,-0.0611,1.5570,12.7879,12.3434,6.6330,0.8375,0.8149,0.4684,0.2073,0.2096,2.0132,2072,2
1569227309.249130,116927.24445600,31.50793236,120.40142950,12.6902,-1.2949,-4.6331,-0.0228,0.7686,0.0054,0.0122,-0.6396,-0.3782,0.8603,0.3051,-1.6911,1.2984,1.7269,12.7959,12.3513,6.6376,0.8379,0.8153,0.4686,0.2074,0.2096,2.0135,2072,2
1569227309.258551,116927.25442933,31.50793225,120.40142901,12.6904,-1.2888,-4.6307,-0.0211,0.7687,0.0054,0.0125,-0.6395,-0.1203,0.6457,0.1713,-1.3182,2.6389,1.7519,12.8039,12.3591,6.6421,0.8383,0.8157,0.4688,0.2075,0.2097,2.0137,2072,2
1569227309.267625,116927.26444533,31.50793213,120.40142853,12.6906,-1.2842,-4.6294,-0.0218,0.7688,0.0055,0.0127,-0.6394,-0.0325,0.4744,-0.0671,-0.9752,2.9302,1.7638,12.8120,12.3670,6.6466,0.8387,0.8161,0.4690,0.2076,0.2097,2.0140,2072,2
1569227309.276483,116927.27445067,31.50793202,120.40142804,12.6908,-1.2788,-4.6269,-0.0219,0.7689,0.0056,0.0129,-0.6393,-0.1303,0.5787,-0.0111,-0.6838,2.3795,1.7959,12.8200,12.3749,6.6511,0.8391,0.8165,0.4692,0.2076,0.2098,2.0143,2072,2
1569227309.289237,116927.28443467,31.50793190,120.40142755,12.6910,-1.2748,-4.6237,-0.0201,0.7690,0.0057,0.0130,-0.6391,-0.2397,0.4551,0.1791,-0.3036,1.3432,1.7061,12.8281,12.3828,6.6557,0.8395,0.8169,0.4694,0.2077,0.2098,2.0146,2072,2
1569227309.298169,116927.29444000,31.50793179,120.40142706,12.6912,-1.2721,-4.6215,-0.0227,0.7690,0.0057,0.0130,-0.6390,-0.1448,0.3091,-0.2621,-0.0089,0.4985,1.6621,12.8361,12.3907,6.6602,0.8399,0.8173,0.4696,0.2078,0.2099,2.0149,2072,2
1569227309.306796,116927.30445600,31.50793167,120.40142658,12.6915,-1.2684,-4.6207,-0.0269,0.7691,0.0057,0.0130,-0.6389,0.0151,0.3810,-0.4172,0.3313,0.2692,1.6758,12.8442,12.3986,6.6647,0.8404,0.8177,0.4697,0.2079,0.2099,2.0152,2072,2
1569227309.316875,116927.31446133,31.50793156,120.40142609,12.6917,-1.2629,-4.6209,-0.0297,0.7692,0.0058,0.0130,-0.6388,0.1340,0.5485,-0.2721,0.4584,0.5224,1.7526,12.8523,12.4065,6.6693,0.8408,0.8181,0.4699,0.2079,0.2100,2.0155,2072,2
1569227309.329500,116927.32443467,31.50793144,120.40142561,12.6921,-1.2582,-4.6194,-0.0315,0.7693,0.0059,0.0131,-0.6387,-0.0450,0.4859,-0.1787,0.5152,1.4654,1.8102,12.8603,12.4144,6.6738,0.8412,0.8185,0.4701,0.2080,0.2100,2.0158,2072,2
1569227309.337893,116927.33445067,31.50793133,120.40142512,12.6924,-1.2540,-4.6137,-0.0324,0.7694,0.0061,0.0132,-0.6386,-0.4596,0.5245,-0.0965,0.6259,2.4448,1.7786,12.8684,12.4224,6.6783,0.8416,0.8189,0.4703,0.2081,0.2101,2.0161,2072,2
1569227309.346591,116927.34445600,31.50793122,120.40142463,12.6927,-1.2482,-4.6097,-0.0340,0.7695,0.0063,0.0134,-0.6384,-0.2757,0.6486,-0.1581,0.6462,2.1729,1.9740,12.8764,12.4303,6.6829,0.8420,0.8193,0.4705,0.2082,0.2101,2.0163,2072,2
1569227309.351987,116927.35444000,31.50793111,120.40142415,12.6930,-1.2418,-4.6101,-0.0359,0.7696,0.0064,0.0134,-0.6383,0.1855,0.6248,-0.1886,0.8369,1.5438,1.9692,12.8845,12.4382,6.6874,0.8424,0.8197,0.4707,0.2083,0.2102,2.0166,2072,2
1569227309.368171,116927.36444533,31.50793099,120.40142366,12.6934,-1.2400,-4.6118,-0.0361,0.7698,0.0065,0.0134,-0.6382,0.2107,0.1453,-0.0066,1.0681,1.1257,1.9747,12.8926,12.4461,6.6920,0.8428,0.8201,0.4709,0.2083,0.2102,2.0169,2072,2
1569227309.378267,116927.37446133,31.50793088,120.40142318,12.6938,-1.2409,-4.6081,-0.0395,0.7699,0.0066,0.0134,-0.6380,-0.3661,-0.0212,-0.3530,1.1107,0.3939,1.9225,12.9007,12.4541,6.6965,0.8432,0.8205,0.4711,0.2084,0.2103,2.0172,2072,2
1569227309.386849,116927.38444533,31.50793077,120.40142269,12.6942,-1.2405,-4.6018,-0.0422,0.7700,0.0067,0.0133,-0.6379,-0.5887,0.1645,-0.2850,1.0689,-0.1868,1.8729,12.9088,12.4620,6.7010,0.8436,0.8209,0.4712,0.2085,0.2104,2.0175,2072,2
1569227309.399995,116927.39444000,31.50793066,120.40142221,12.6946,-1.2392,-4.5984,-0.0401,0.7701,0.0068,0.0132,-0.6378,-0.3121,0.1954,0.2052,1.0903,-0.1309,2.0762,12.9169,12.4699,6.7056,0.8440,0.8213,0.4714,0.2085,0.2104,2.0178,2072,2
1569227309.408702,116927.40445600,31.50793055,120.40142172,12.6950,-1.2342,-4.5991,-0.0387,0.7702,0.0069,0.0133,-0.6376,0.1783,0.4773,0.1480,1.0854,1.3373,2.1304,12.9250,12.4779,6.7101,0.8444,0.8217,0.4716,0.2086,0.2105,2.0181,2072,2
1569227309.417567,116927.41444000,31.50793044,120.40142124,12.6954,-1.2312,-4.5985,-0.0382,0.7703,0.0072,0.0134,-0.6375,0.0076,0.3020,0.0513,1.1096,2.9946,2.1856,12.9331,12.4858,6.7147,0.8448,0.8220,0.4718,0.2087,0.2105,2.0184,2072,2
1569227309.426140,116927.42444533,31.50793032,120.40142076,12.6958,-1.2315,-4.5968,-0.0384,0.7704,0.0074,0.0136,-0.6373,-0.1629,0.0049,-0.0235,0.9996,3.1416,2.2265,12.9412,12.4938,6.7192,0.8452,0.8224,0.4720,0.2088,0.2106,2.0187,2072,2
1569227309.439131,116927.43445067,31.50793021,120.40142027,12.6961,-1.2315,-4.5958,-0.0374,0.7706,0.0076,0.0136,-0.6372,-0.0955,0.0232,0.0894,0.9455,1.8713,2.2208,12.9493,12.5017,6.7238,0.8456,0.8228,0.4722,0.2089,0.2107,2.0190,2072,2
1569227309.448080,116927.44446667,31.50793010,120.40141979,12.6965,-1.2320,-4.5976,-0.0346,0.7707,0.0077,0.0136,-0.6370,0.1678,-0.0810,0.2944,0.9303,0.7398,2.1801,12.9574,12.5097,6.7284,0.8460,0.8232,0.4724,0.2090,0.2107,2.0192,2072,2
1569227309.457044,116927.45446133,31.50792999,120.40141930,12.6968,-1.2322,-4.5988,-0.0344,0.7708,0.0078,0.0136,-0.6369,0.1271,-0.0388,0.0171,1.1152,-0.0863,2.0946,12.9655,12.5176,6.7329,0.8464,0.8236,0.4726,0.2091,0.2108,2.0195,2072,2
1569227309.466248,116927.46445600,31.50792988,120.40141882,12.6972,-1.2314,-4.5965,-0.0367,0.7709,0.0078,0.0135,-0.6368,-0.1937,0.1201,-0.2313,1.1601,-0.4087,2.0582,12.9736,12.5256,6.7375,0.8468,0.8240,0.4728,0.2091,0.2108,2.0198,2072,2
1569227309.479568,116927.47447200,31.50792977,120.40141834,12.6975,-1.2326,-4.5921,-0.0348,0.7710,0.0079,0.0134,-0.6366,-0.4523,-0.0332,0.1774,1.1920,-0.3552,2.0628,12.9818,12.5336,6.7421,0.8472,0.8244,0.4729,0.2092,0.2109,2.0201,2072,2
