time,ins1000_lat,ins1000_lon,ins1000_alt,ins1000_roll,ins1000_pitch,ins1000_yaw,ins1000_ned_x,ins1000_ned_y,ins1000_ned_z,algo_pose_x,algo_pose_y,algo_pose_z,algo_roll,algo_pitch,algo_yaw
1570519633.102,31.507756749999995,120.40118382000001,731.5754311348403,-1.053921686267145,-1.364053735747079,179.9667048868414,6.847989883138465,-53.32715657714881,-0.2158735816720614,3.66886723044,51.3721892651,-0.12862140874,0.17542776783388148,5.555085067184828,178.8993415989561
1570519633.302,31.507750380000004,120.40118341,731.9707720134805,-0.8812996776109904,-1.2269832034329273,179.89483427434226,6.1416943318236985,-53.366108068591295,-0.2227739770177437,2.9883406013,51.3516078792,-0.135376300102,0.07026412124589265,5.755493667312493,178.86938859979753
1570519633.502,31.50774323,120.40118270999999,730.5040000579457,-0.9838241099272423,-1.1474544795807193,179.82648758138723,5.3489136973979345,-53.43260819500227,-0.1971741378883909,2.30794171903,51.3391124661,-0.135461388304,0.315621441968855,5.574691983999353,178.96844759726804
1570519633.702,31.50773646,120.40118237999998,730.4696225902378,-1.0980957704103609,-1.0221272686811451,179.76912954220205,4.598266721573289,-53.46396028805127,-0.1965744621080563,1.63193702536,51.3151269212,-0.136860934062,0.1878647432350771,5.530612659319497,179.02514826608763
1570519633.902,31.507729560000005,120.401182,730.7847493775598,-1.026896696355944,-1.3671394169117939,179.622603160632,3.8332055743629683,-53.5000622432543,-0.2020746678795562,0.944703394812,51.2897581549,-0.144356106004,0.12878722282567404,5.270491276594786,179.07111856597382
1570519634.102,31.50772236,120.40118164999998,731.3061409711288,-1.0033739805825157,-1.344643378556495,179.5648248025313,3.034880877452626,-53.53331456925196,-0.21117482309145275,0.247869579189,51.258943021,-0.15646405919,0.09653415764029696,5.60566554126229,179.21370867911278
1570519634.302,31.50771552,120.40118134000001,731.6900226938665,-1.0029140362641813,-1.2079200318947398,179.47194214196074,2.2764724040110567,-53.56276688205763,-0.21787489196857113,-0.440529792582,51.2334129496,-0.16018380488,0.12264262023914035,5.640430383352037,179.24890260968957
1570519634.502,31.50770877,120.40118071,729.2320337527552,-1.0590613718036554,-1.2206093129438087,179.36951114566568,1.5280431347602887,-53.62261704173041,-0.17497461402430914,-1.14109222142,51.1974951995,-0.16318857935,0.12343325524947754,5.544068014574622,179.34770389703863
1570519634.702,31.50770154,120.40118039,729.4497577149049,-1.0924907208517385,-1.2786557240167717,179.31312091101475,0.7263920724843573,-53.65301951384312,-0.1787745012057711,-1.84133701913,51.1615168552,-0.171159806005,0.04921903799783097,5.413016190670465,179.39107167594833
1570519634.901,31.507694249999997,120.40118000999999,729.9138535289609,-0.8623616075023538,-1.3007018493407625,179.24196003384088,-0.08191166718886635,-53.6891217438608,-0.1868742383695999,-2.52617284114,51.1271714066,-0.17775920611,0.055773255093368994,5.472721243811167,179.4296373310858
1570519635.101,31.507687660000002,120.40117968,730.0341746659384,-0.7019112624043469,-1.2996267037146796,179.2401322591133,-0.8126005131369757,-53.720473790938186,-0.18897392108136013,-3.21773769791,51.0893375489,-0.172264391793,0.13542553678321867,5.4845628224451906,179.46375828371052
1570519635.301,31.50768067,120.40117944000002,730.137307069062,-0.9088398385957346,-1.1180984060861103,179.1837406777393,-1.5876407861254742,-53.74327654048986,-0.19077358420613022,-3.90485454576,51.0587074854,-0.176691945741,0.4037294484722156,5.560684547332419,179.44583089403542
